75.3	51.6
122.0	42.9
72.9	47.7
74.0	67.0
122.0	59.5
46.0	62.1
35.7	53.5
38.9	54.0
74.1	60.2
66.2	74.9
39.8	55.2
36.2	81.7
62.4	51.4
53.3	66.8
56.0	53.5
90.2	73.5
116.6	70.5
126.7	59.9
120.6	64.6
122.4	82.4
154.0	73.1
99.7	73.4
108.3	70.1
106.4	70.7
95.7	76.5
107.4	78.3
106.3	72.7
85.4	76.6
97.3	57.6
122.5	74.4
138.8	72.7
160.4	80.6
84.1	70.4
149.9	77.5
89.2	66.7
84.2	72.6
165.8	77.4
85.2	73.8
106.0	71.9
96.5	60.3
72.2	65.4
92.0	72.0
73.7	72.9
29.4	73.4
81.2	64.9
60.4	69.0
87.1	73.1
47.0	59.0
141.2	53.3
166.1	87.6
156.6	63.6
148.5	74.0
171.0	79.4
112.9	68.6
102.4	63.6
116.5	59.0
134.2	63.4
129.1	73.9
103.3	65.1
83.2	68.9
123.2	66.7
80.9	67.2
167.0	68.6
182.9	77.5
130.3	40.6
165.5	81.1
154.1	64.3
145.0	65.2
171.1	77.2
99.7	58.8
118.5	57.4
112.4	50.4
84.2	49.4
121.7	68.3
115.4	61.1
65.5	63.9
98.1	61.3
93.2	66.6
163.3	66.5
188.5	78.8
87.5	37.3
133.4	73.4
109.8	47.5
118.6	61.0
143.0	67.0
67.5	54.6
67.4	41.6
70.5	51.6
70.6	63.0
121.1	71.9
69.5	48.2
65.9	70.6
80.0	32.4
80.8	76.6
131.4	65.4
114.3	77.8
60.9	40.4
74.4	64.1
69.5	54.0
66.1	62.4
101.2	70.8
32.5	55.4
30.4	40.2
44.7	52.7
59.7	58.4
63.2	62.8
34.3	49.7
17.7	68.9
53.5	59.0
64.0	56.2
89.2	58.0
98.1	65.9
104.9	43.6
155.3	69.5
147.2	59.7
125.0	60.5
159.4	68.1
62.3	41.1
53.6	34.1
47.4	40.5
72.6	46.2
76.6	62.7
52.4	35.5
57.7	64.9
43.3	34.8
84.8	56.9
157.0	65.2
174.6	80.0
122.0	21.3
33.2	26.7
118.6	20.4
122.4	42.5
51.0	37.8
106.9	33.4
106.0	25.8
127.8	38.9
116.8	43.5
132.6	86.1
115.2	35.7
124.1	95.7
88.8	45.7
146.1	92.2
124.8	47.0
154.4	71.2
53.5	6.7
20.9	24.9
62.5	21.9
55.2	15.8
24.0	17.5
97.7	24.3
79.6	14.2
80.7	47.8
67.4	34.4
58.7	75.6
81.8	17.4
92.8	92.7
67.3	20.6
100.3	77.9
81.1	67.7
100.0	69.8
112.8	33.4
37.5	35.2
99.3	34.7
96.5	59.0
58.5	27.4
52.7	24.0
55.5	8.7
58.8	61.4
77.2	26.2
115.6	84.0
63.1	20.8
66.3	78.1
80.5	31.3
62.1	74.1
111.8	61.2
88.7	74.7
25.6	23.6
55.1	72.2
62.7	48.4
35.6	54.7
62.5	50.9
26.8	58.4
19.5	36.0
17.7	40.2
33.5	61.7
26.0	76.6
22.4	30.8
12.4	73.7
32.7	12.4
57.8	72.1
64.8	48.5
90.1	69.3
90.8	34.6
128.6	62.4
113.0	34.3
85.7	54.6
133.0	67.7
97.5	53.4
99.3	32.5
88.5	40.5
106.8	39.9
124.8	85.0
108.5	50.3
116.7	71.7
36.4	16.3
107.1	68.0
132.5	61.6
144.2	70.8
45.3	21.0
127.0	68.7
50.3	29.9
53.0	46.2
131.4	73.5
41.7	42.6
29.9	27.4
28.3	46.9
30.2	50.4
38.9	65.2
34.1	24.2
56.3	70.8
44.2	17.1
74.6	61.6
132.7	57.2
151.6	83.9
130.4	31.7
126.4	63.7
120.7	42.9
126.6	50.0
124.0	67.2
123.6	59.7
114.1	52.9
125.0	58.4
112.9	70.1
141.0	78.9
118.6	61.3
115.6	56.0
117.7	57.8
130.0	80.0
130.3	51.2
146.0	85.0
38.2	14.4
105.8	76.3
91.8	20.3
22.8	24.1
110.1	67.8
18.4	29.3
14.8	25.0
19.0	33.4
28.6	29.8
67.4	74.5
18.2	24.8
27.9	62.4
20.1	23.2
125.3	85.3
120.2	49.6
142.0	81.7
77.4	21.7
48.9	43.0
70.4	24.0
79.5	34.4
20.8	37.7
80.1	33.8
70.0	31.0
53.1	28.6
77.4	38.5
114.3	86.4
70.4	33.5
87.7	84.3
60.2	20.8
90.9	86.9
101.8	58.4
77.2	76.4
104.0	45.4
57.6	47.2
87.0	49.8
67.1	38.3
79.9	48.4
100.5	35.9
93.1	17.4
109.4	56.7
88.8	32.5
109.4	98.3
93.9	22.8
99.0	83.4
66.4	35.9
117.1	77.4
105.8	61.9
133.3	85.4
20.9	54.9
8.1	44.2
22.4	53.5
27.4	80.9
7.2	25.2
13.3	78.9
9.3	62.8
7.7	61.2
16.4	70.0
23.7	86.5
11.4	64.1
6.4	89.6
21.1	51.1
17.5	77.9
25.5	84.6
49.3	68.9
63.6	55.5
117.5	76.7
43.2	52.3
56.0	59.0
124.1	76.5
86.8	65.4
66.7	63.5
60.1	49.7
57.7	60.7
31.6	72.8
69.9	65.2
60.9	79.2
62.6	51.9
101.8	69.6
50.6	33.7
74.0	82.1
66.8	52.7
57.9	41.1
69.5	56.1
66.8	80.0
58.6	37.3
60.1	72.7
67.0	66.4
73.8	58.4
69.9	69.1
67.1	78.8
75.3	66.2
53.0	83.8
79.6	61.6
46.4	67.8
45.4	47.3
49.2	68.3
60.0	44.2
39.2	32.1
77.9	43.0
72.2	61.9
52.0	31.6
73.7	57.4
63.5	52.7
79.0	59.1
61.6	61.1
53.9	65.2
75.0	55.0
38.7	66.4
69.1	34.7
34.4	59.4
64.7	49.7
108.5	68.6
41.9	42.7
62.4	47.2
17.2	41.8
33.8	59.7
56.6	34.3
48.9	56.4
25.7	52.4
28.6	62.9
42.9	55.0
30.3	80.1
29.3	56.9
53.6	65.7
41.3	49.4
100.8	75.8
59.4	44.1
85.3	70.5
38.8	39.7
27.7	30.4
53.3	46.4
44.0	58.9
20.3	37.2
19.4	56.6
33.1	50.0
37.7	56.9
39.1	51.7
30.8	63.2
30.9	52.3
23.5	71.7
49.5	57.8
60.2	58.5
57.7	51.0
93.6	69.0
31.0	34.6
50.8	37.7
45.3	42.7
54.1	38.9
50.1	31.7
21.5	26.4
20.2	28.3
12.7	38.5
14.6	23.5
24.9	52.8
22.2	30.1
26.2	33.8
22.4	36.4
55.0	30.8
45.3	29.4
100.2	68.1
17.7	22.8
101.2	53.8
14.1	24.3
22.2	28.8
106.0	46.8
14.9	20.8
11.7	14.4
10.3	32.4
14.7	29.6
17.0	49.6
9.8	14.2
17.8	34.7
24.9	16.9
46.0	35.2
57.5	29.6
125.8	70.8
62.7	27.9
102.1	53.4
78.4	34.5
87.2	56.5
107.8	53.3
54.9	39.7
44.6	31.1
41.1	43.6
46.1	42.0
40.2	56.5
64.9	39.7
31.3	64.7
49.1	41.0
54.5	70.6
99.3	50.8
121.6	82.1
36.0	8.2
98.3	50.5
39.0	33.1
43.2	55.1
103.1	54.9
35.6	56.4
35.6	31.9
25.0	37.4
36.0	5.4
44.0	68.3
35.4	35.4
38.8	83.3
54.2	17.9
79.1	78.9
50.0	28.6
82.2	79.0
56.3	16.4
70.0	40.6
50.4	26.7
58.8	29.7
70.7	43.1
52.9	11.6
50.2	7.4
52.0	45.8
60.0	15.2
51.9	65.7
51.6	12.0
56.3	70.9
49.4	11.3
74.8	60.9
61.6	15.7
78.1	72.6
56.5	36.4
15.6	4.4
39.1	38.0
48.0	68.2
13.1	3.4
51.5	74.0
46.6	65.8
57.2	71.7
49.9	63.8
50.6	73.9
49.4	63.1
57.5	75.9
48.7	53.0
56.7	67.5
61.4	50.7
78.4	68.2
32.5	23.7
15.2	5.0
31.0	49.7
27.6	37.9
12.5	7.3
22.5	72.1
15.2	66.4
21.5	74.4
30.0	21.7
28.2	71.7
16.1	61.6
20.7	79.9
27.1	8.5
53.6	66.1
33.2	14.8
45.6	71.7
47.5	11.2
29.0	5.5
56.6	36.8
55.0	27.7
27.8	9.4
44.9	61.3
33.2	14.9
38.5	52.3
27.8	29.4
42.3	64.8
36.8	29.4
35.0	77.0
26.0	6.5
35.9	61.5
61.8	28.1
31.1	61.7
62.8	6.1
63.2	19.4
38.7	31.2
70.7	56.2
59.3	11.1
73.0	41.0
74.3	23.5
57.5	45.6
40.9	45.0
47.0	65.5
71.2	30.0
59.7	71.1
58.1	8.6
91.8	58.2
44.7	7.6
33.0	62.9
73.4	27.5
75.6	19.0
63.2	48.0
57.8	49.4
80.5	20.8
79.0	60.4
63.5	48.1
65.3	69.2
65.8	58.2
92.8	73.4
66.4	51.8
54.8	78.2
69.1	45.7
76.8	56.8
58.8	20.5
25.3	78.8
69.8	16.2
78.2	26.7
53.4	13.6
61.3	27.7
70.4	19.5
67.2	8.3
52.0	6.0
87.9	55.5
75.0	12.6
97.3	71.0
34.8	3.8
73.4	79.7
32.3	6.1
89.5	76.7
72.1	22.0
104.4	80.7
83.2	5.4
74.5	23.6
45.8	10.3
37.9	9.1
76.8	18.0
72.3	6.3
59.0	5.6
72.5	47.1
72.2	7.7
85.4	74.3
60.2	4.9
73.4	76.6
49.0	4.8
70.4	63.5
79.1	24.4
97.3	65.9
56.3	16.6
74.5	31.1
45.7	7.8
56.1	11.1
74.7	22.1
55.7	7.6
57.3	4.4
50.9	49.6
47.5	12.6
63.6	77.8
49.7	4.5
51.3	71.6
39.6	4.6
84.4	68.6
58.8	30.5
78.4	69.2
16.3	66.8
21.0	7.6
9.5	64.3
16.3	71.5
18.0	8.3
26.8	80.6
15.1	70.8
18.0	72.8
12.1	77.8
15.9	87.5
17.8	62.9
16.7	82.2
17.7	45.6
58.4	66.4
30.8	16.5
30.8	64.9
49.6	69.6
77.8	23.7
22.6	73.5
36.7	74.7
83.7	39.9
64.4	77.6
46.3	74.6
57.4	73.3
40.4	78.7
23.9	78.8
61.1	76.0
40.5	83.7
54.3	65.2
82.5	72.2
39.4	32.2
47.5	68.9
27.6	62.4
73.2	35.2
16.3	69.8
34.3	74.2
77.1	19.1
24.7	77.1
21.5	74.8
8.0	71.0
28.7	75.8
29.1	80.3
20.7	76.6
11.6	81.2
26.4	65.4
38.8	73.7
55.1	32.0
34.9	66.0
73.9	32.9
45.2	11.6
78.7	50.6
96.2	69.2
68.2	16.4
77.8	72.2
75.2	51.1
79.4	64.2
67.5	66.4
89.9	83.4
80.0	41.4
66.1	80.1
57.7	15.5
84.8	66.7
75.4	17.2
99.2	72.2
21.5	64.2
39.8	12.8
23.9	69.3
29.7	74.0
20.5	3.4
15.0	62.2
13.3	54.1
27.9	67.5
55.8	78.8
70.4	81.7
12.7	60.5
2.9	75.0
32.8	41.0
53.1	64.2
68.0	38.9
90.4	73.2
21.3	44.8
32.7	12.9
7.5	51.9
17.4	71.1
50.2	8.7
33.2	70.2
22.7	56.4
20.8	71.8
26.7	77.0
14.5	86.6
26.6	57.3
26.2	72.3
35.6	50.5
73.8	80.1
61.8	26.0
34.0	74.6
76.6	54.6
69.5	23.5
70.6	50.2
75.3	72.7
74.5	42.2
73.3	63.8
71.4	56.4
73.1	73.0
63.4	75.7
71.1	83.7
75.6	62.0
62.5	82.0
73.6	61.5
77.9	71.3
72.5	41.1
44.0	70.4
36.0	14.2
4.2	50.8
25.5	49.7
32.9	42.2
6.9	46.1
29.3	32.3
31.2	22.7
34.5	74.5
25.4	68.0
29.0	81.3
32.9	19.4
31.0	82.8
37.3	16.2
41.3	80.9
31.2	48.5
26.6	63.7
3.9	48.1
1.2	58.0
7.6	71.6
8.5	68.2
3.5	60.4
6.0	57.0
2.3	56.7
6.9	67.3
9.3	68.2
14.4	83.5
6.0	39.4
4.8	91.2
12.9	60.3
5.4	64.9
6.0	64.7
25.5	58.4
56.8	16.3
71.0	41.8
58.7	35.6
64.1	55.6
77.1	43.9
39.1	34.8
42.0	33.3
35.6	54.9
58.1	25.1
39.0	64.4
38.2	14.0
60.6	85.5
42.6	17.3
78.3	76.0
43.6	36.0
77.0	83.6
49.8	21.0
59.4	30.2
27.3	48.5
37.5	37.0
69.4	36.6
57.2	51.6
50.0	37.0
57.6	67.3
36.6	14.3
45.6	66.0
48.5	11.5
54.8	88.1
70.2	16.4
71.0	73.5
52.9	28.7
70.8	68.3
59.5	40.8
32.4	79.4
33.4	68.3
47.7	69.7
27.4	75.3
39.6	68.7
37.1	46.1
53.6	80.6
49.1	73.8
73.3	83.2
39.9	48.4
31.6	82.3
48.3	49.9
29.1	74.3
37.4	45.2
65.4	87.7
39.6	28.8
43.3	71.2
33.7	42.1
35.3	54.8
53.2	29.6
34.8	73.6
25.6	52.1
23.4	59.9
27.8	19.7
23.1	75.2
26.0	44.9
34.7	86.2
37.9	17.5
62.0	69.4
43.3	33.4
67.8	86.1
30.3	17.3
34.5	38.5
29.0	40.5
26.7	56.2
39.3	29.6
25.3	62.2
17.6	47.0
20.5	62.3
23.1	26.1
29.8	79.7
21.7	50.4
25.8	90.7
26.7	16.7
38.9	70.6
33.4	37.2
35.0	72.6
11.8	15.9
11.7	3.4
10.5	45.8
12.4	56.1
10.6	19.0
9.9	61.1
8.8	45.5
13.1	56.8
18.6	38.7
11.7	69.6
10.5	42.5
13.3	82.8
15.0	21.7
41.3	64.2
18.7	7.5
39.1	70.0
41.5	62.3
61.7	79.6
64.2	72.2
45.9	83.2
74.6	79.6
42.2	79.3
52.5	71.5
50.6	75.6
40.4	82.4
44.2	85.4
58.5	73.2
23.7	87.8
44.1	64.4
35.5	75.8
63.8	68.4
55.3	67.6
77.6	23.3
64.2	68.3
73.3	42.4
