-0.0594925	-0.639225182
-0.038388	-0.822033898
-0.032847	-0.962469734
-0.022172	-1.099273608
0.430056	-5.986085343
0.5064495	-6.135435993
0.49488	-6.222634508
0.466361	-6.30148423
1.712778	-7.854658385
1.0196875	-7.788819876
0.8789035	-7.889440994
2.6381375	-15.49689441
-0.1458045	-0.55393586
-0.1330525	-0.730029155
-0.1266025	-0.865306122
-0.115454	-0.997084548
-0.177796	-3.782706767
-0.086812	-3.903759398
-0.055127	-3.97443609
-0.0049405	-4.038345865
0.0729255	-3.583333333
0.2188715	-3.534798535
0.212353	-3.608974359
0.1503865	-3.601648352
0.6686675	-7.341151386
0.275475	-7.212153518
-0.146464	-0.07518797
-0.164521	-0.217105263
-0.1664765	-0.32612782
-0.168284	-0.432330827
-0.2660115	-1.947638019
-0.3692695	-2.039271485
-0.3613305	-2.09277177
-0.350466	-2.141149687
-0.0187695	-3.438596491
0.156381	-3.690893901
0.1520705	-3.884711779
0.203405	-4.073517126
0.1018155	-6.487716106
0.275334	-6.634212921
0.259251	-6.719745223
0.2411885	-6.797088262
0.4332885	-3.974849095
0.340923	-3.921529175
0.2714115	-4.003018109
0.158226	-3.994969819
0.202076	-7.217011996
-0.136152	-0.007142857
-0.160783	-0.141964286
-0.164282	-0.245535714
-0.168527	-0.346428571
-0.220613	-1.583464155
-0.368853	-1.667713239
-0.3751365	-1.716902145
-0.380649	-1.761381476
-0.1557595	-2.876139818
-0.043813	-3.1056231
-0.0303675	-3.281914894
0.036523	-3.453647416
-0.0871575	-5.336850649
0.0709195	-5.467532468
0.0831555	-5.543831169
0.1127115	-5.612824675
0.150714	-3.23633157
0.170062	-3.189594356
0.122301	-3.261022928
0.0795525	-3.253968254
0.0163115	-5.680227058
0.5808505	-7.879503106
-0.11158	0.10836039
-0.1524795	-0.014204545
-0.1579615	-0.10836039
-0.164926	-0.200081169
-0.095162	-1.167985109
-0.3264895	-1.242903676
-0.3501065	-1.286644951
-0.3810935	-1.326198232
0.807408	-15.37732919
0.45098	-15.23757764
0.263938	-7.259061834
0.136481	-7.163113006
0.086873	-7.118865867
